Photo,Temp,Class
1121,79.12,On
1128,79.05,On
1142,79.08,On
1150,79.08,On
1162,79.05,On
1172,78.97,On
1176,79.08,On
1184,79.05,On
1190,79.12,On
1202,79.08,On
1208,79.12,On
1216,79.12,On
1226,79.12,On
1233,79.16,On
1241,79.12,On
1246,79.12,On
1255,79.19,On
1260,79.12,On
1268,79.12,On
1272,79.12,On
1275,79.19,On
1276,79.08,On
1343,79.19,On
1286,79.16,On
1285,79.12,On
1286,79.19,On
1289,79.12,On
1287,79.12,On
1286,79.12,On
1283,79.12,On
1285,79.12,On
1331,79.12,On
1275,79.19,On
1274,79.16,On
1272,79.16,On
1327,79.16,On
1264,79.23,On
1256,79.16,On
1254,79.08,On
1245,79.12,On
1302,79.16,On
1234,79.12,On
1226,79.12,On
1220,79.12,On
1211,79.19,On
1203,79.12,On
1195,79.08,On
1192,79.08,On
1180,79.12,On
1171,79.08,On
1163,79.05,On
1155,79.12,On
1146,79.12,On
1135,79.05,On
1128,79.05,On
1120,79.05,On
1117,79.05,On
1101,79.05,On
1093,79.01,On
1080,78.97,On
1147,78.97,On
1079,78.97,On
1059,78.97,On
1058,79.01,On
1044,79.01,On
1038,79.08,On
1033,79.05,On
1021,78.97,On
1019,79.05,On
1089,78.9,On
1010,78.97,On
1001,79.01,On
996,79.08,On
994,79.05,On
990,79.01,On
984,78.9,On
982,78.97,On
979,79.01,On
978,78.97,On
975,78.97,On
971,78.94,On
1065,78.97,On
977,79.01,On
975,78.97,On
976,78.97,On
964,79.16,On
982,78.97,On
984,78.97,On
986,78.97,On
994,79.08,On
1090,78.97,On
1004,78.94,On
1008,79.01,On
1013,79.08,On
1020,79.08,On
1028,79.05,On
1032,79.05,On
1036,79.08,On
1048,79.05,On
1050,79.01,On
1058,79.05,On
1067,79.05,On
1118,78.9,On
1079,79.01,On
1084,79.05,On
1096,79.05,On
1106,79.12,On
1118,79.12,On
1121,79.08,On
1129,79.01,On
1134,79.05,On
1145,79.05,On
1151,79.08,On
1160,79.05,On
1231,79.05,On
1176,79.08,On
1182,79.12,On
1194,79.12,On
1201,79.08,On
1205,79.16,On
1212,79.08,On
1220,79.12,On
1227,79.12,On
1284,79.05,On
1241,79.05,On
1244,79.08,On
1248,79.08,On
1252,79.16,On
1258,79.23,On
1259,79.08,On
1262,79.12,On
1264,79.16,On
1266,79.19,On
1325,79.12,On
1264,79.08,On
1266,79.12,On
1265,79.12,On
1264,79.19,On
1260,79.08,On
1255,79.08,On
1254,79.19,On
1250,79.12,On
1242,79.08,On
1240,79.08,On
1232,79.16,On
1227,79.08,On
1281,79.12,On
1216,79.08,On
1244,78.97,On
1262,79.08,On
1195,79.23,On
1187,79.12,On
1182,79.08,On
1173,79.08,On
1164,79.08,On
1155,79.05,On
1150,79.08,On
1146,78.97,On
1132,79.08,On
1200,79.08,On
1118,79.05,On
1106,79.05,On
1101,79.05,On
1090,79.01,On
1081,78.94,On
1074,79.05,On
1072,79.05,On
1058,79.05,On
1049,79.05,On
1043,79.01,On
1038,79.01,On
1030,79.01,On
1024,79.01,On
1072,78.86,On
1016,79.05,On
1008,79.01,On
1005,78.97,On
1004,78.97,On
1003,79.01,On
1080,78.94,On
1004,79.01,On
1004,78.97,On
1010,79.12,On
1009,79.08,On
1014,79.08,On
1019,79.01,On
1024,79.05,On
1028,79.12,On
1032,79.05,On
1038,78.83,On
1046,78.97,On
1050,78.86,On
1059,79.05,On
1067,79.01,On
1153,79.01,On
1083,79.08,On
1089,79.05,On
1098,79.05,On
1106,78.97,On
1113,79.08,On
1123,79.08,On
1130,79.12,On
1139,79.05,On
1220,79.12,On
1154,79.08,On
1158,79.08,On
1166,79.08,On
1170,79.12,On
1184,79.05,On
1192,79.05,On
1193,79.05,On
1199,79.12,On
1272,79.12,On
1212,79.08,On
1219,79.16,On
1225,79.12,On
1230,79.12,On
1241,79.08,On
1240,79.19,On
1243,79.12,On
1248,79.08,On
1256,79.16,On
1258,79.16,On
1260,79.05,On
1260,79.12,On
1261,79.19,On
1317,79.12,On
1259,79.12,On
1290,78.94,On
1257,79.12,On
1255,79.12,On
1251,79.08,On
1250,79.16,On
1249,79.19,On
1241,79.19,On
1239,79.16,On
1283,79.05,On
1228,79.12,On
1220,79.12,On
1214,79.12,On
1211,79.16,On
1204,79.12,On
1195,79.12,On
1195,79.01,On
1180,79.08,On
1237,79.05,On
1173,79.08,On
1160,79.08,On
1152,79.08,On
1146,79.12,On
1138,79.08,On
1129,79.08,On
1121,79.08,On
1118,79.05,On
1112,79.08,On
1183,79.12,On
1094,79.01,On
1086,79.05,On
1080,79.05,On
1071,79.05,On
1065,78.94,On
1060,79.01,On
1050,79.05,On
1041,79.08,On
1032,79.08,On
1026,78.97,On
1022,79.05,On
1088,78.94,On
1004,79.05,On
1003,79.01,On
995,78.97,On
990,79.05,On
989,79.05,On
984,79.01,On
984,79.08,On
1079,79.05,On
976,79.01,On
979,79.05,On
980,78.97,On
987,78.97,On
982,79.05,On
985,78.97,On
989,78.97,On
994,79.05,On
998,79.08,On
1004,79.01,On
1010,78.97,On
1016,79.05,On
1028,79.01,On
1030,78.97,On
1039,79.01,On
1048,79.12,On
1128,78.94,On
1064,79.05,On
1076,78.97,On
1080,79.08,On
1090,79.08,On
1096,78.97,On
1190,79.12,On
1116,79.16,On
1124,79.12,On
1197,79.01,On
1142,79.08,On
1184,78.86,On
1153,79.08,On
1162,79.08,On
1168,79.01,On
1174,79.05,On
1240,79.08,On
1192,79.16,On
1198,79.08,On
1209,79.05,On
1215,79.08,On
1284,79.19,On
1226,79.05,On
1262,78.94,On
1237,79.12,On
1244,79.08,On
1246,79.12,On
1251,79.12,On
1304,79.08,On
1291,79.08,On
1260,79.05,On
1260,79.19,On
1315,79.16,On
1323,79.12,On
1262,79.12,On
1262,79.01,On
1257,79.12,On
1257,79.12,On
1253,79.12,On
1248,79.08,On
1244,79.12,On
1297,79.08,On
1238,79.16,On
1230,79.08,On
1229,79.16,On
1228,79.16,On
1217,79.08,On
1211,79.05,On
1272,79.16,On
1198,79.08,On
1190,79.08,On
1220,78.97,On
1174,79.08,On
1174,79.08,On
1166,79.05,On
1155,79.05,On
1146,79.01,On
1204,79.01,On
1133,78.97,On
1123,79.08,On
1178,78.97,On
1109,79.01,On
1104,79.01,On
1091,79.05,On
1083,79.05,On
1075,79.08,On
1071,79.05,On
1056,79.05,On
1048,79.01,On
1042,79.05,On
1040,79.05,On
1034,78.97,On
1114,79.01,On
1019,79.12,On
999,79.19,On
1004,79.08,On
987,79.16,On
1047,78.83,On
993,79.01,On
984,79.12,On
979,78.97,On
977,78.94,On
974,79.05,On
1073,79.05,On
969,78.97,On
969,78.97,On
968,79.05,On
966,79.01,On
966,79.05,On
968,78.97,On
973,79.12,On
972,79.01,On
974,78.97,On
981,79.01,On
1077,78.97,On
989,78.97,On
995,79.01,On
1003,79.05,On
1009,79.01,On
1014,79.05,On
1024,79.08,On
1030,79.01,On
1118,78.94,On
1053,78.97,On
1138,78.97,On
1064,79.01,On
1118,78.9,On
1082,79.08,On
1087,79.08,On
1102,78.97,On
1102,79.05,On
1182,79.05,On
1125,79.01,On
1129,79.05,On
1134,79.05,On
1145,79.08,On
1145,79.08,On
1154,79.08,On
1158,79.05,On
1164,79.05,On
1241,79.08,On
1182,79.08,On
1191,79.01,On
1259,79.12,On
1196,79.16,On
1203,79.12,On
1209,79.01,On
1214,79.19,On
1218,79.12,On
1226,79.12,On
1230,79.08,On
1230,79.08,On
1234,79.12,On
1237,79.12,On
1236,79.08,On
1238,79.12,On
1238,79.08,On
1239,79.12,On
1235,79.12,On
1232,79.12,On
1231,79.12,On
1227,79.19,On
1222,79.16,On
1216,79.08,On
1215,79.08,On
1210,79.19,On
1202,79.08,On
1196,79.12,On
1191,79.05,On
1186,79.01,On
1178,79.12,On
1169,79.19,On
1163,79.12,On
1152,79.01,On
1145,79.12,On
1136,79.08,On
1128,79.08,On
1123,79.05,On
1112,79.12,On
1107,79.08,On
1098,79.12,On
1088,79.01,On
1083,79.05,On
1070,79.05,On
1067,79.05,On
1057,79.05,On
1052,79.08,On
1047,79.05,On
1037,79.05,On
1109,78.97,On
1024,78.97,On
1013,79.01,On
1013,78.94,On
1011,78.97,On
1009,78.97,On
993,79.08,On
985,78.97,On
983,79.01,On
978,78.97,On
1055,78.86,On
1020,78.83,On
968,79.01,On
960,78.97,On
954,78.94,On
951,79.01,On
949,79.08,On
945,78.94,On
943,78.97,On
1024,78.86,On
941,78.97,On
988,78.86,On
934,79.01,On
1014,78.86,On
933,79.01,On
931,79.01,On
933,79.01,On
934,78.9,On
1031,78.9,On
931,78.94,On
936,79.01,On
936,79.05,On
942,79.01,On
949,78.97,On
999,78.79,On
954,78.94,On
954,79.05,On
1040,78.83,On
969,78.97,On
968,79.12,On
972,79.08,On
978,79.12,On
1064,78.94,On
985,78.97,On
985,78.97,On
986,78.97,On
1069,78.94,On
988,79.08,On
985,79.01,On
980,78.97,On
980,78.94,On
1072,78.97,On
984,79.01,On
974,79.01,On
970,79.01,On
972,78.94,On
966,79.08,On
968,79.01,On
966,78.97,On
1051,78.9,On
969,78.97,On
972,79.05,On
970,78.94,On
969,78.94,On
1071,78.97,On
977,79.05,On
975,79.01,On
974,79.05,On
977,79.05,On
984,79.08,On
1026,78.86,On
978,79.08,On
977,78.97,On
984,78.86,On
973,79.01,On
970,79.01,On
975,79.01,On
969,79.01,On
1060,78.94,On
970,79.01,On
970,79.08,On
973,79.05,On
968,79.01,On
928,79.23,On
957,79.12,On
943,79.3,On
943,79.34,On
940,79.34,On
961,78.94,On
964,79.08,On
946,79.34,On
944,79.3,On
954,79.16,On
984,78.61,On
997,78.68,On
983,78.75,On
968,78.9,On
979,78.68,On
969,78.83,On
980,78.68,On
980,78.68,On
981,78.61,On
984,78.79,On
982,78.68,On
985,78.72,On
983,78.68,On
982,78.68,On
980,78.75,On
983,78.75,On
981,78.61,On
980,78.68,On
980,78.68,On
980,78.72,On
983,78.72,On
978,78.68,On
979,78.68,On
979,78.72,On
968,78.9,On
968,78.83,On
984,78.61,On
983,78.68,On
992,78.68,On
985,78.72,On
984,78.53,On
978,78.64,On
983,78.75,On
980,78.68,On
986,78.68,On
982,78.75,On
984,78.75,On
986,78.68,On
986,78.68,On
990,78.72,On
998,78.75,On
1002,78.75,On
1006,78.64,On
1011,78.72,On
1018,78.72,On
1028,78.72,On
1034,78.68,On
1043,78.68,On
1051,78.68,On
1065,78.75,On
1072,78.79,On
1082,78.75,On
1095,78.75,On
1106,78.83,On
1117,78.75,On
1127,78.75,On
1138,78.79,On
1145,78.72,On
1156,78.75,On
1165,78.83,On
1171,78.9,On
1172,78.79,On
1178,78.68,On
1182,78.83,On
1186,78.83,On
1188,78.75,On
1192,78.79,On
1194,78.86,On
1196,78.86,On
1199,78.83,On
1201,78.75,On
1201,78.83,On
1204,78.79,On
1210,78.83,On
1207,78.75,On
1212,78.75,On
1215,78.75,On
1211,78.83,On
1203,78.75,On
1186,79.01,On
1195,78.83,On
1190,78.83,On
1184,78.75,On
1174,78.72,On
1168,78.83,On
1163,78.75,On
1156,78.75,On
1137,78.94,On
1137,78.75,On
1132,78.83,On
1121,78.75,On
1114,78.79,On
1107,78.79,On
1097,78.72,On
1093,78.75,On
1085,78.75,On
1078,78.79,On
1075,78.83,On
1070,78.75,On
1062,78.72,On
1059,78.75,On
1059,78.75,On
1056,78.72,On
1052,78.72,On
1052,78.75,On
1053,78.75,On
1054,78.72,On
1050,78.75,On
1052,78.72,On
1054,78.72,On
1055,78.75,On
1053,78.75,On
1055,78.75,On
1054,78.72,On
1054,78.72,On
1055,78.75,On
1052,78.75,On
1052,78.79,On
1054,78.72,On
1046,78.75,On
1042,78.68,On
1038,78.72,On
1036,78.64,On
1026,78.75,On
1020,78.64,On
1017,78.75,On
1020,78.64,On
1010,78.64,On
1002,78.61,On
991,78.72,On
984,78.68,On
978,78.75,On
974,78.72,On
973,78.75,On
972,78.72,On
970,78.68,On
970,78.72,On
975,78.75,On
975,78.68,On
976,78.72,On
985,78.68,On
984,78.72,On
987,78.72,On
990,78.68,On
997,78.68,On
1005,78.79,On
1012,78.72,On
1017,78.75,On
1023,78.79,On
1032,78.75,On
1038,78.75,On
1048,78.79,On
1055,78.75,On
1067,78.75,On
1074,78.75,On
1086,78.75,On
1096,78.79,On
1106,78.75,On
1112,78.72,On
1122,78.79,On
1134,78.79,On
1148,78.79,On
1154,78.75,On
1166,78.83,On
1172,78.79,On
1184,78.86,On
1195,78.83,On
1200,78.79,On
1208,78.83,On
1217,78.86,On
1220,78.86,On
1227,78.83,On
1229,78.83,On
1233,78.86,On
1233,78.86,On
1239,78.83,On
1235,78.83,On
1235,78.83,On
1240,78.75,On
1237,78.68,On
1229,78.83,On
1223,78.79,On
1218,78.83,On
1213,78.83,On
1206,78.79,On
1205,78.83,On
1197,78.83,On
1186,78.75,On
1182,78.83,On
1179,78.83,On
1171,78.83,On
1163,78.83,On
1155,78.79,On
1149,78.75,On
1142,78.83,On
1132,78.75,On
1127,78.72,On
1121,78.79,On
1114,78.79,On
1108,78.79,On
1102,78.75,On
1098,78.79,On
1096,78.79,On
1083,78.75,On
1089,78.68,On
1078,78.75,On
1074,78.75,On
1066,78.75,On
1062,78.83,On
1056,78.68,On
1055,78.75,On
1065,78.53,On
1048,78.72,On
1047,78.79,On
1043,78.75,On
1040,78.75,On
1038,78.72,On
1040,78.68,On
1045,78.75,On
1047,78.75,On
1048,78.68,On
1053,78.72,On
1052,78.75,On
1057,78.83,On
1061,78.75,On
1065,78.68,On
1075,78.79,On
1076,78.79,On
1086,78.79,On
1101,78.61,On
1107,78.68,On
1102,78.79,On
1108,78.75,On
1119,78.79,On
1126,78.75,On
1135,78.83,On
1141,78.86,On
1148,78.72,On
1155,78.83,On
1158,78.83,On
1166,78.86,On
1173,78.79,On
1177,78.68,On
1182,78.79,On
1188,78.79,On
1195,78.83,On
1196,78.83,On
1200,78.83,On
1203,78.83,On
1206,78.75,On
1208,78.79,On
1210,78.83,On
1209,78.9,On
1209,78.75,On
1210,78.75,On
1207,78.86,On
1204,78.83,On
1202,78.83,On
1200,78.86,On
1188,78.75,On
1186,78.83,On
1187,78.83,On
1180,78.79,On
1173,78.75,On
1165,78.79,On
1166,78.79,On
1158,78.79,On
1148,78.79,On
1143,78.75,On
1135,78.75,On
1130,78.68,On
1125,78.79,On
1116,78.79,On
1110,78.75,On
1106,78.64,On
1099,78.79,On
1094,78.79,On
1091,78.79,On
1083,78.75,On
1077,78.75,On
1081,78.72,On
1076,78.79,On
1069,78.75,On
1058,78.72,On
1052,78.72,On
1050,78.79,On
1045,78.75,On
1046,78.72,On
1042,78.68,On
1039,78.75,On
1037,78.72,On
1034,78.75,On
1034,78.68,On
1037,78.72,On
1037,78.72,On
1037,78.68,On
1036,78.72,On
1043,78.75,On
1046,78.75,On
1047,78.72,On
1048,78.72,On
1056,78.83,On
1064,78.75,On
1062,78.68,On
1069,78.61,On
1078,78.75,On
1081,78.79,On
1087,78.72,On
1096,78.75,On
1104,78.75,On
1113,78.79,On
1119,78.75,On
1125,78.75,On
1134,78.79,On
1144,78.83,On
1149,78.79,On
1153,78.79,On
1162,78.83,On
1168,78.79,On
1173,78.83,On
1176,78.83,On
1188,78.83,On
1195,78.86,On
1197,78.79,On
1204,78.83,On
1211,78.79,On
1214,78.9,On
1220,78.83,On
1221,78.75,On
1226,78.83,On
1230,78.9,On
1236,78.72,On
1238,78.72,On
1234,78.86,On
1236,78.9,On
1232,79.74,On
1224,78.83,On
1225,78.79,On
1231,78.79,On
1222,78.86,On
1215,78.86,On
1214,78.83,On
1210,78.83,On
1200,78.83,On
1193,78.83,On
1189,78.83,On
1188,78.9,On
1176,78.9,On
1172,78.83,On
1165,78.79,On
1159,78.79,On
1152,78.83,On
1144,78.79,On
1141,78.79,On
1134,78.75,On
1128,78.75,On
1124,78.83,On
1120,78.79,On
1114,78.79,On
1107,78.9,On
1099,78.75,On
1096,78.61,On
1095,78.86,On
1086,78.75,On
1082,78.79,On
1079,78.79,On
1078,78.75,On
1068,78.79,On
1067,78.75,On
1064,78.75,On
1061,78.75,On
1056,78.75,On
1056,78.83,On
1056,78.79,On
1054,78.75,On
1052,78.75,On
1051,78.75,On
1057,78.79,On
1061,78.75,On
1060,78.72,On
1066,78.79,On
1070,78.79,On
1082,78.68,On
1088,78.68,On
1074,78.94,On
1091,78.75,On
1102,78.75,On
1104,78.79,On
1110,78.79,On
1118,78.79,On
1131,78.83,On
1136,78.83,On
1145,78.83,On
1152,78.79,On
1161,78.83,On
1166,78.75,On
1173,78.79,On
1183,79.12,On
1187,78.79,On
1196,78.83,On
1201,78.79,On
1208,78.86,On
1215,78.86,On
1216,78.83,On
1220,78.86,On
1218,79.05,On
1228,78.86,On
1231,78.83,On
1228,78.79,On
1228,78.83,On
1230,78.86,On
1225,78.83,On
1222,78.83,On
1223,78.9,On
1218,78.83,On
1214,78.83,On
1207,78.83,On
1204,78.83,On
1197,78.83,On
1193,78.79,On
1187,78.79,On
1181,78.79,On
1175,78.94,On
1166,78.86,On
1158,78.75,On
1154,78.83,On
1151,78.79,On
1139,78.75,On
1133,78.72,On
1132,78.83,On
1134,78.72,On
1116,78.83,On
1111,78.75,On
1110,78.75,On
1111,78.64,On
1106,78.72,On
1090,78.79,On
1088,78.79,On
1082,78.72,On
1079,78.83,On
1073,78.72,On
1072,78.79,On
1071,78.83,On
1065,78.83,On
1062,78.75,On
1064,78.75,On
1071,78.83,On
1064,78.79,On
1069,78.79,On
1072,78.75,On
1076,78.75,On
1081,78.83,On
1083,78.79,On
1090,78.75,On
1097,78.75,On
1101,78.79,On
1110,78.9,On
1114,78.75,On
1122,78.79,On
1128,78.79,On
1134,78.86,On
1146,78.83,On
1152,78.79,On
1170,78.64,On
1164,78.83,On
1176,78.9,On
1183,78.86,On
1190,78.86,On
1194,78.83,On
1203,78.83,On
1209,78.86,On
1213,78.83,On
1219,78.9,On
1219,78.86,On
1218,78.75,On
1223,78.83,On
1220,78.9,On
1220,78.79,On
1219,78.79,On
1215,78.72,On
1215,78.9,On
1208,78.83,On
1204,78.86,On
1199,78.83,On
1188,78.79,On
1192,78.75,On
1168,78.94,On
1171,78.86,On
1165,78.83,On
1158,78.83,On
1148,78.83,On
1136,78.79,On
1130,78.83,On
1125,78.83,On
1115,78.79,On
1104,78.75,On
1098,78.75,On
1091,78.75,On
1086,78.79,On
1074,78.68,On
1070,78.75,On
1067,78.75,On
1058,78.86,On
1050,78.72,On
1044,78.68,On
1053,78.68,On
1036,78.72,On
1032,78.75,On
1027,78.72,On
1029,78.75,On
1027,78.75,On
1030,78.79,On
1024,78.72,On
1029,78.68,On
1032,78.75,On
1032,78.79,On
1037,78.75,On
1039,78.72,On
1046,78.75,On
1050,78.79,On
1054,78.79,On
1060,78.72,On
1066,78.75,On
1072,78.75,On
1080,78.86,On
1089,78.79,On
1099,78.75,On
1102,78.75,On
1113,78.79,On
1122,78.79,On
1139,78.68,On
1136,78.79,On
1140,78.75,On
1151,78.79,On
1160,78.83,On
1164,78.86,On
1181,78.75,On
1186,78.68,On
1188,78.75,On
1194,78.9,On
1199,78.83,On
1205,78.86,On
1214,78.75,On
1216,78.79,On
1220,78.86,On
1227,78.9,On
1228,78.83,On
1226,78.79,On
1230,78.9,On
1228,78.83,On
1228,78.83,On
1224,78.86,On
1226,78.86,On
1220,78.86,On
1216,78.83,On
1212,78.83,On
1208,78.9,On
1204,78.9,On
1199,78.79,On
1195,78.83,On
1188,78.83,On
1180,78.83,On
1176,78.79,On
1165,78.75,On
1156,78.83,On
1152,78.83,On
1147,78.79,On
1135,78.83,On
1132,78.83,On
1122,78.72,On
1115,78.79,On
1109,78.79,On
1101,78.75,On
1096,78.79,On
1088,78.83,On
1083,78.75,On
1075,78.75,On
1077,78.79,On
1074,78.83,On
1070,78.72,On
1064,78.75,On
1064,78.72,On
1063,78.79,On
1060,78.75,On
1063,78.75,On
1063,78.75,On
1066,78.79,On
1076,78.64,On
1082,78.64,On
1065,78.94,On
1084,78.79,On
1087,78.79,On
1090,78.72,On
1101,78.75,On
1114,78.83,On
1108,79.01,On
1119,78.97,On
1136,78.75,On
1154,78.83,On
1163,78.9,On
1171,78.83,On
1183,78.86,On
1192,78.86,On
1201,78.9,On
1208,78.83,On
1218,78.86,On
1224,78.9,On
1232,78.94,On
1237,78.9,On
1240,78.86,On
1245,78.9,On
1241,78.86,On
1236,78.83,On
1241,78.83,On
1237,78.83,On
1231,78.86,On
1226,78.9,On
1218,78.83,On
1212,78.83,On
1204,78.86,On
1194,78.9,On
1186,78.72,On
1178,78.75,On
1170,78.9,On
1155,78.83,On
1144,78.83,On
1134,78.75,On
1122,78.79,On
1105,78.75,On
1096,78.79,On
1085,78.75,On
1070,78.79,On
1058,78.75,On
1052,78.83,On
1043,78.79,On
1032,78.75,On
1024,78.72,On
1020,78.72,On
1026,78.72,On
1026,78.61,On
1027,78.64,On
1017,78.79,On
1020,78.72,On
1027,78.75,On
1030,78.75,On
1038,78.75,On
1048,78.79,On
1043,78.97,On
1065,78.83,On
1080,78.75,On
1093,78.86,On
1102,78.79,On
1116,78.75,On
1136,78.9,On
1148,78.86,On
1161,78.83,On
1172,78.75,On
1187,78.86,On
1199,78.9,On
1206,78.9,On
1216,78.9,On
1226,78.86,On
1235,78.9,On
1238,78.9,On
1244,78.9,On
1248,78.83,On
1252,78.9,On
1257,78.94,On
1255,78.9,On
1254,78.83,On
1256,78.9,On
1251,78.94,On
1248,78.9,On
1243,78.86,On
1240,78.9,On
1231,78.94,On
1220,78.94,On
1216,78.86,On
1211,78.9,On
1199,78.9,On
1186,78.83,On
1190,78.83,On
1171,78.83,On
1156,78.83,On
1147,78.86,On
1137,78.83,On
1126,78.79,On
1115,78.83,On
1105,78.83,On
1096,78.83,On
1098,78.61,On
1081,78.86,On
1067,78.83,On
1059,78.79,On
1056,78.79,On
1046,78.68,On
1044,78.79,On
1040,78.75,On
1037,78.72,On
1039,78.75,On
1039,78.83,On
1043,78.86,On
1048,78.86,On
1050,78.75,On
1054,78.83,On
1060,78.83,On
1067,78.83,On
1074,78.79,On
1080,78.75,On
1094,78.83,On
1101,78.83,On
1110,78.83,On
1118,78.83,On
1128,78.79,On
1138,78.86,On
1146,78.9,On
1155,78.83,On
1160,78.83,On
1172,78.94,On
1181,78.97,On
1184,78.83,On
1190,78.75,On
1197,78.83,On
1203,78.79,On
1208,78.79,On
1218,78.86,On
1221,78.86,On
1222,78.83,On
1230,78.9,On
1235,78.86,On
1239,78.9,On
1239,78.9,On
1236,78.86,On
1240,78.9,On
1242,78.94,On
1236,78.94,On
1235,78.86,On
1235,78.9,On
1231,78.86,On
1228,78.9,On
1223,78.86,On
1227,78.75,On
1222,78.72,On
1206,78.86,On
1204,78.94,On
1196,78.9,On
1188,78.83,On
1180,78.83,On
1171,78.83,On
1163,78.9,On
1155,78.75,On
1145,78.79,On
1138,78.83,On
1130,78.9,On
1122,78.83,On
1112,78.79,On
1104,78.83,On
1096,78.79,On
1084,78.83,On
1074,78.68,On
1064,78.79,On
1056,78.79,On
1052,78.79,On
1043,78.75,On
1032,78.75,On
1031,78.83,On
1021,78.79,On
1017,78.68,On
1009,78.75,On
1007,78.79,On
1000,78.72,On
999,78.75,On
998,78.75,On
1001,78.79,On
1003,78.75,On
1001,78.68,On
1000,78.68,On
1011,78.79,On
1016,78.75,On
1019,78.75,On
1028,78.75,On
1032,78.72,On
1040,78.79,On
1046,78.75,On
1054,78.72,On
1062,78.79,On
1074,78.79,On
1082,78.9,On
1090,78.83,On
1098,78.79,On
969,79.26,On
997,78.97,On
978,79.26,On
977,79.3,On
976,79.3,On
1101,79.05,On
1001,78.94,On
999,79.01,On
997,79.05,On
983,79.19,On
983,79.16,On
999,79.12,On
1057,78.86,On
1101,78.94,On
1000,78.97,On
998,79.01,On
999,79.01,On
1001,79.01,On
1003,79.01,On
1001,78.97,On
997,78.94,On
1005,79.01,On
1005,79.01,On
1001,79.01,On
1087,78.94,On
999,78.9,On
1004,79.05,On
998,79.08,On
999,79.01,On
1004,79.01,On
999,78.97,On
1049,78.86,On
1001,78.94,On
1001,78.94,On
1001,79.01,On
1002,79.08,On
1003,79.01,On
1005,79.01,On
1006,79.01,On
1004,79.01,On
1008,78.97,On
1013,79.05,On
1065,78.86,On
1017,79.12,On
1021,79.08,On
1028,79.01,On
1031,79.01,On
1035,79.05,On
1040,79.05,On
1049,79.08,On
1052,78.94,On
1059,79.05,On
1063,79.01,On
1071,79.05,On
1076,79.05,On
1078,79.08,On
1083,79.05,On
1089,79.16,On
1093,79.08,On
1104,79.08,On
1127,78.86,On
1115,79.08,On
1123,79.01,On
1127,79.05,On
1136,79.05,On
1212,78.97,On
1150,79.12,On
1159,79.12,On
1163,79.01,On
1171,79.08,On
1219,78.94,On
1185,79.08,On
1187,79.05,On
1196,79.08,On
1261,79.05,On
1210,79.16,On
1213,79.12,On
1267,79.01,On
1221,79.05,On
1227,79.16,On
1231,79.16,On
1269,78.94,On
1273,78.86,On
1243,79.16,On
1243,79.08,On
1247,79.12,On
1245,79.08,On
1245,79.05,On
1245,79.12,On
1244,79.05,On
1297,79.08,On
1239,79.08,On
1237,79.12,On
1235,79.08,On
1228,79.08,On
1223,79.01,On
1221,79.08,On
1215,79.08,On
1211,78.97,On
1259,79.01,On
1199,79.08,On
1192,79.08,On
1187,79.01,On
1178,79.08,On
1171,79.01,On
1165,79.08,On
1157,79.01,On
1152,79.08,On
1145,79.08,On
1141,79.05,On
1133,79.05,On
1124,79.08,On
1116,79.05,On
1180,79.01,On
1104,79.05,On
1093,79.01,On
1089,79.01,On
1080,79.08,On
1073,79.08,On
1064,79.01,On
1060,79.01,On
1057,79.05,On
1047,79.05,On
1076,78.75,On
1052,78.83,On
1027,79.05,On
1017,79.01,On
1012,79.01,On
1008,78.94,On
1004,79.08,On
1001,79.05,On
995,78.97,On
991,79.01,On
1011,78.86,On
985,79.08,On
981,79.01,On
977,78.94,On
977,79.01,On
975,79.01,On
1056,78.9,On
1062,78.9,On
977,78.97,On
977,79.05,On
979,79.05,On
980,78.97,On
985,78.97,On
989,79.23,On
990,78.97,On
1069,78.79,On
1001,79.05,On
1004,79.08,On
1009,79.01,On
1015,78.94,On
1021,79.01,On
1029,79.01,On
1033,79.05,On
1038,79.05,On
1049,79.01,On
1057,79.08,On
1061,78.94,On
1067,79.05,On
1076,79.05,On
1104,78.79,On
1091,79.08,On
1097,79.01,On
1106,78.94,On
1157,78.86,On
1120,79.12,On
1126,79.05,On
1133,79.01,On
1141,79.01,On
1149,79.08,On
1155,79.05,On
1161,79.05,On
1165,79.08,On
1172,79.05,On
1177,79.01,On
1185,79.08,On
1193,79.08,On
1197,79.16,On
1203,79.12,On
1209,79.05,On
1215,79.05,On
1220,79.16,On
1223,79.08,On
1229,79.05,On
1233,79.05,On
1236,79.08,On
1271,78.86,On
1243,79.08,On
1246,79.12,On
1247,79.19,On
1249,79.16,On
1249,79.08,On
1248,79.01,On
1249,79.12,On
1249,79.16,On
1244,79.05,On
1243,79.01,On
1237,79.12,On
1236,79.23,On
1232,79.08,On
1227,79.08,On
1221,79.08,On
1246,78.9,On
1210,79.12,On
1260,78.97,On
1197,79.05,On
1188,79.12,On
1181,79.05,On
1172,79.05,On
1162,79.08,On
1156,79.01,On
1151,79.05,On
1140,79.01,On
1129,79.05,On
1120,79.08,On
1113,79.08,On
1179,78.94,On
1097,79.05,On
1085,79.05,On
1079,79.19,On
1071,79.01,On
1061,78.97,On
1053,79.01,On
1065,78.86,On
1038,79.01,On
1029,79.01,On
1021,78.9,On
1059,78.79,On
1011,79.01,On
1003,78.94,On
999,78.97,On
995,79.05,On
